titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion
"IMS Platform Engineer LESCOR S.A. Buscamos Ingeniero de Plataforma IMS, para actividades de operación y mantenimiento (O&M) para plataformas IMS, garantizando la disponibilidad, estabilidad y rendimiento del servicio. Brindar soporte para el despliegue, la integración y la puesta en marcha de IMS y plataformas de... Tiempo Completo QUITO O GUAYAQUIL, Pichincha • 19/06/2026",,QUITO,,19/06/2026,Tiempo Completo,"IMS Platform Engineer LESCOR S.A. Buscamos Ingeniero de Plataforma IMS, para actividades de operación y mantenimiento (O&M) para plataformas IMS, garantizando la disponibilidad, estabilidad y rendimiento del servicio. Brindar soporte para el despliegue, la integración y la puesta en marcha de IMS y plataformas de... Tiempo Completo QUITO O GUAYAQUIL, Pichincha • 19/06/2026",https://ec.trabajosdiarios.com/trabajo/3054797/ims-platform-engineer-en-pichincha,trabajosdiarios,2026-06-19,,Data / BI,"ims platform engineer lescor s.a. buscamos ingeniero de plataforma ims, para actividades de operación y mantenimiento (o&m) para plataformas ims, garantizando la disponibilidad, estabilidad y rendimiento del servicio. brindar soporte para el despliegue, la integración y la puesta en marcha de ims y plataformas de... tiempo completo quito o guayaquil, pichincha • 19/06/2026||quito|trabajosdiarios"
"Practicante Pre Profesional de Programación HUMANTYX Por encargo de una importante empresa, nos encontramos en la búsqueda de talentos en formación con bases técnicas y ganas reales de desarrollarse en el mundo del software, aportando en proyectos y aprendiendo en un entorno profesional. Requisitos: Estudiantes de... Prácticas / Becario Sin experiencia Quito, Pichincha • 19/06/2026",,Quito,,19/06/2026,Prácticas,"Practicante Pre Profesional de Programación HUMANTYX Por encargo de una importante empresa, nos encontramos en la búsqueda de talentos en formación con bases técnicas y ganas reales de desarrollarse en el mundo del software, aportando en proyectos y aprendiendo en un entorno profesional. Requisitos: Estudiantes de... Prácticas / Becario Sin experiencia Quito, Pichincha • 19/06/2026",https://ec.trabajosdiarios.com/trabajo/3054783/practicante-pre-profesional-de-programacion-en-pichincha,trabajosdiarios,2026-06-19,,Desarrollo de Software,"practicante pre profesional de programación humantyx por encargo de una importante empresa, nos encontramos en la búsqueda de talentos en formación con bases técnicas y ganas reales de desarrollarse en el mundo del software, aportando en proyectos y aprendiendo en un entorno profesional. requisitos: estudiantes de... prácticas / becario sin experiencia quito, pichincha • 19/06/2026||quito|trabajosdiarios"
"Residente de obra INMOBILIARIA AGROPECUARIA ROMMEL ORBE RIVADENERIA S.A. Empresa Constructora Ecuatoriana. Buscamos un Residente de Obra, para unirse a nuestro equipo y liderar proyectos de alto nivel, asegurando la calidad y el cumplimiento de los estándares. Responsabilidades Principales: Planificación, ejecución y supervisión de obra civil. Manejo de personal... Tiempo Completo Guaranda, Bolívar • 28/05/2026 $900,00 / Mensual",,Bolívar,"$900,00",28/05/2026,Tiempo Completo,"Residente de obra INMOBILIARIA AGROPECUARIA ROMMEL ORBE RIVADENERIA S.A. Empresa Constructora Ecuatoriana. Buscamos un Residente de Obra, para unirse a nuestro equipo y liderar proyectos de alto nivel, asegurando la calidad y el cumplimiento de los estándares. Responsabilidades Principales: Planificación, ejecución y supervisión de obra civil. Manejo de personal... Tiempo Completo Guaranda, Bolívar • 28/05/2026 $900,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3045507/residente-de-obra-en-bolivar,trabajosdiarios,2026-05-28,900.0,Data / BI,"residente de obra inmobiliaria agropecuaria rommel orbe rivadeneria s.a. empresa constructora ecuatoriana. buscamos un residente de obra, para unirse a nuestro equipo y liderar proyectos de alto nivel, asegurando la calidad y el cumplimiento de los estándares. responsabilidades principales: planificación, ejecución y supervisión de obra civil. manejo de personal... tiempo completo guaranda, bolívar • 28/05/2026 $900,00 / mensual||bolívar|trabajosdiarios"
"Practicante Preprofesional de Derecho HUMANTYX En Humantyx, creemos que las personas son el motor del éxito. Combinamos cercanía humana con innovación tecnológica para transformar talento en ventaja competitiva sostenible. Únete a nuestro equipo dinámico y gana experiencia real en derecho laboral, corporativo y digital mientras... Prácticas / Becario Sin experiencia Quito, Pichincha • 20/05/2026",,Quito,,20/05/2026,Prácticas,"Practicante Preprofesional de Derecho HUMANTYX En Humantyx, creemos que las personas son el motor del éxito. Combinamos cercanía humana con innovación tecnológica para transformar talento en ventaja competitiva sostenible. Únete a nuestro equipo dinámico y gana experiencia real en derecho laboral, corporativo y digital mientras... Prácticas / Becario Sin experiencia Quito, Pichincha • 20/05/2026",https://ec.trabajosdiarios.com/trabajo/3042393/practicante-preprofesional-de-derecho-en-pichincha,trabajosdiarios,2026-05-20,,Data / BI,"practicante preprofesional de derecho humantyx en humantyx, creemos que las personas son el motor del éxito. combinamos cercanía humana con innovación tecnológica para transformar talento en ventaja competitiva sostenible. únete a nuestro equipo dinámico y gana experiencia real en derecho laboral, corporativo y digital mientras... prácticas / becario sin experiencia quito, pichincha • 20/05/2026||quito|trabajosdiarios"
"Asesor Comercial EVOLNEG BUSINESS SOLUTIONS Actividades Directas: Identificar nuevas oportunidades de negocio. Buscar nuevos clientes para ampliación la cartera comercial. Mantener actualizadas las bases de datos de la compañía. Generar cotizaciones y propuestas comerciales. Realizar seguimiento a cotizaciones y oportunidades de negocio. Asesorar integralmente a... Tiempo Completo QUITO, Pichincha • 19/05/2026 $500,00 / Mensual",,QUITO,"$500,00",19/05/2026,Tiempo Completo,"Asesor Comercial EVOLNEG BUSINESS SOLUTIONS Actividades Directas: Identificar nuevas oportunidades de negocio. Buscar nuevos clientes para ampliación la cartera comercial. Mantener actualizadas las bases de datos de la compañía. Generar cotizaciones y propuestas comerciales. Realizar seguimiento a cotizaciones y oportunidades de negocio. Asesorar integralmente a... Tiempo Completo QUITO, Pichincha • 19/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3041959/asesor-comercial-en-pichincha,trabajosdiarios,2026-05-19,500.0,Data / BI,"asesor comercial evolneg business solutions actividades directas: identificar nuevas oportunidades de negocio. buscar nuevos clientes para ampliación la cartera comercial. mantener actualizadas las bases de datos de la compañía. generar cotizaciones y propuestas comerciales. realizar seguimiento a cotizaciones y oportunidades de negocio. asesorar integralmente a... tiempo completo quito, pichincha • 19/05/2026 $500,00 / mensual||quito|trabajosdiarios"
"Asesores de call center EckoLink Satelital Objetivo del Puesto ​Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales ​Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 30/05/2026 $600,00 / Mensual",,Guayaquil,"$600,00",30/05/2026,Freelance,"Premium Asesores de call center EckoLink Satelital Objetivo del Puesto ​Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales ​Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 30/05/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3025283/asesores-de-call-center-en-guayas,trabajosdiarios,2026-05-30,600.0,Data / BI,"asesores de call center eckolink satelital objetivo del puesto ​contactar a clientes potenciales para ofrecer soluciones de entretenimiento (televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. responsabilidades principales ​realizar llamadas de salida (outbound) a... por horas / freelance guayaquil, guayas • 30/05/2026 $600,00 / mensual||guayaquil|trabajosdiarios"
"Community Manager - sector odontologico TECIMDEC CIA. LTDA. Modalidad: Presencial en Guayaquil Disponibilidad: Inmediata Horario: Tiempo completo Buscamos un Community Manager con enfoque estratégico, capaz de manejar marcas premium, crear contenido relevante y sostener una línea visual coherente con identidad corporativa. Responsabilidades principales Gestión y programación de contenido... Tiempo Completo GUAYAQUIL, Guayas • 22/05/2026 $460,00 / Mensual",,Guayaquil,"$460,00",22/05/2026,Tiempo Completo,"Premium Community Manager - sector odontologico TECIMDEC CIA. LTDA. Modalidad: Presencial en Guayaquil Disponibilidad: Inmediata Horario: Tiempo completo Buscamos un Community Manager con enfoque estratégico, capaz de manejar marcas premium, crear contenido relevante y sostener una línea visual coherente con identidad corporativa. Responsabilidades principales Gestión y programación de contenido... Tiempo Completo GUAYAQUIL, Guayas • 22/05/2026 $460,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3038336/community-manager-sector-odontologico-en-guayas,trabajosdiarios,2026-05-22,460.0,Data / BI,"community manager - sector odontologico tecimdec cia. ltda. modalidad: presencial en guayaquil disponibilidad: inmediata horario: tiempo completo buscamos un community manager con enfoque estratégico, capaz de manejar marcas premium, crear contenido relevante y sostener una línea visual coherente con identidad corporativa. responsabilidades principales gestión y programación de contenido... tiempo completo guayaquil, guayas • 22/05/2026 $460,00 / mensual||guayaquil|trabajosdiarios"
"Tecnico en seguridad electronica Telearseg S.A.S Tecnico en seguridad electronica Instalar equipos de CCTV (cámaras IP/analógicas), DVR/NVR y cables. Montar sensores, paneles y dispositivos de alarmas de intrusión. Instalar y configurar sistemas de control de acceso (lectores, cerraduras, controladoras). Realizar cableado estructurado (UTP, fibra, canalización, tubería).... Tiempo Completo Chongon, Guayas • 22/06/2026 $700,00 / Mensual",,Chongon,"$700,00",22/06/2026,Tiempo Completo,"Tecnico en seguridad electronica Telearseg S.A.S Tecnico en seguridad electronica Instalar equipos de CCTV (cámaras IP/analógicas), DVR/NVR y cables. Montar sensores, paneles y dispositivos de alarmas de intrusión. Instalar y configurar sistemas de control de acceso (lectores, cerraduras, controladoras). Realizar cableado estructurado (UTP, fibra, canalización, tubería).... Tiempo Completo Chongon, Guayas • 22/06/2026 $700,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3055812/tecnico-en-seguridad-electronica-en-guayas,trabajosdiarios,2026-06-22,700.0,Soporte Técnico,"tecnico en seguridad electronica telearseg s.a.s tecnico en seguridad electronica instalar equipos de cctv (cámaras ip/analógicas), dvr/nvr y cables. montar sensores, paneles y dispositivos de alarmas de intrusión. instalar y configurar sistemas de control de acceso (lectores, cerraduras, controladoras). realizar cableado estructurado (utp, fibra, canalización, tubería).... tiempo completo chongon, guayas • 22/06/2026 $700,00 / mensual||chongon|trabajosdiarios"
"Ejecutivo Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",,Guayaquil,"$600,00",19/06/2026,Freelance,"Ejecutivo Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Por Horas / Freelance Guayaquil, Guayas • 19/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3054849/ejecutivo-contact-center-en-guayas,trabajosdiarios,2026-06-19,600.0,Data / BI,"ejecutivo contact center eckolink satelital objetivo del puesto contactar a clientes potenciales para ofrecer soluciones de entretenimiento (televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. responsabilidades principales realizar llamadas de salida (outbound) a... por horas / freelance guayaquil, guayas • 19/06/2026 $600,00 / mensual||guayaquil|trabajosdiarios"
"Content Manager Servicios Profesionales Botica Alemana La prensa Nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas Botica Real, Botica Alemana y Consultorios Alemana. Objeto del servicio Planificar, producir y gestionar contenido audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",,Quito,"$600,00",12/06/2026,Freelance,"Content Manager Servicios Profesionales Botica Alemana La prensa Nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas Botica Real, Botica Alemana y Consultorios Alemana. Objeto del servicio Planificar, producir y gestionar contenido audiovisual... Por Horas / Freelance Quito, Pichincha • 12/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3051553/content-manager-servicios-profesionales-en-pichincha,trabajosdiarios,2026-06-12,600.0,Otros,"content manager servicios profesionales botica alemana la prensa nos encontramos en la búsqueda de un profesional creativo y dinámico para brindar servicios de creación y gestión de contenido audiovisual para nuestras marcas botica real, botica alemana y consultorios alemana. objeto del servicio planificar, producir y gestionar contenido audiovisual... por horas / freelance quito, pichincha • 12/06/2026 $600,00 / mensual||quito|trabajosdiarios"
"Vendedor Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",,Guayaquil,"$600,00",09/06/2026,Tiempo Completo,"Vendedor Contact Center EckoLink Satelital Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de entretenimiento (Televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. Responsabilidades Principales Realizar llamadas de salida (outbound) a... Tiempo Completo Guayaquil, Guayas • 09/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049897/vendedor-contact-center-en-guayas,trabajosdiarios,2026-06-09,600.0,Data / BI,"vendedor contact center eckolink satelital objetivo del puesto contactar a clientes potenciales para ofrecer soluciones de entretenimiento (televisión satelital, internet fibra óptica), brindando una asesoría integral que garantice el cierre de ventas y la satisfacción del cliente. responsabilidades principales realizar llamadas de salida (outbound) a... tiempo completo guayaquil, guayas • 09/06/2026 $600,00 / mensual||guayaquil|trabajosdiarios"
"Asistente administrativa y bodega VAZURCORP Atención al cliente: reclamos y sugerencias. Supervisar varias operaciones diarias de la oficina/ FACTURACIÓN Programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. Editar, hacer fotocopias y archivar documentos. Programación de reuniones y entrevistas.... Tiempo Completo CUENCA, Azuay • 08/06/2026 $482,00 / Mensual",,CUENCA,"$482,00",08/06/2026,Tiempo Completo,"Asistente administrativa y bodega VAZURCORP Atención al cliente: reclamos y sugerencias. Supervisar varias operaciones diarias de la oficina/ FACTURACIÓN Programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. Editar, hacer fotocopias y archivar documentos. Programación de reuniones y entrevistas.... Tiempo Completo CUENCA, Azuay • 08/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049528/asistente-administrativa-y-bodega-en-azuay,trabajosdiarios,2026-06-08,482.0,Data / BI,"asistente administrativa y bodega vazurcorp atención al cliente: reclamos y sugerencias. supervisar varias operaciones diarias de la oficina/ facturación programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. editar, hacer fotocopias y archivar documentos. programación de reuniones y entrevistas.... tiempo completo cuenca, azuay • 08/06/2026 $482,00 / mensual||cuenca|trabajosdiarios"
"Chofer INFERTEC Estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",,Quito,"$500,00",03/06/2026,Por Contrato,"Chofer INFERTEC Estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047921/chofer-en-pichincha,trabajosdiarios,2026-06-03,500.0,Otros,"chofer infertec estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... por contrato quito, pichincha • 03/06/2026 $500,00 / mensual||quito|trabajosdiarios"
"Ingeniero/ Tecnológo Electromecánico ASTRIVEN Ingeniero/ Tecnológo Electromecánico para Mantenimiento e Instalación de Equipos Tipo de Contratación Tiempo completo / A prueba Descripción de la Plaza REQUISITOS • Título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... Tiempo Completo Guayaquil, Guayas • 27/05/2026",,Guayaquil,,27/05/2026,Tiempo Completo,"Ingeniero/ Tecnológo Electromecánico ASTRIVEN Ingeniero/ Tecnológo Electromecánico para Mantenimiento e Instalación de Equipos Tipo de Contratación Tiempo completo / A prueba Descripción de la Plaza REQUISITOS • Título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... Tiempo Completo Guayaquil, Guayas • 27/05/2026",https://ec.trabajosdiarios.com/trabajo/3045092/ingeniero-tecnologo-electromecanico-en-guayas,trabajosdiarios,2026-05-27,,Desarrollo de Software,"ingeniero/ tecnológo electromecánico astriven ingeniero/ tecnológo electromecánico para mantenimiento e instalación de equipos tipo de contratación tiempo completo / a prueba descripción de la plaza requisitos • título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... tiempo completo guayaquil, guayas • 27/05/2026||guayaquil|trabajosdiarios"
"Asesor Contact Center EckoLink Satelital ¿Eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡En EckoLink Satelital, Distribuidor Autorizado de DIRECTV, te estamos buscando! Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",,Guayaquil,"$600,00",11/05/2026,Freelance,"Asesor Contact Center EckoLink Satelital ¿Eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡En EckoLink Satelital, Distribuidor Autorizado de DIRECTV, te estamos buscando! Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037467/asesor-contact-center-en-guayas,trabajosdiarios,2026-05-11,600.0,Otros,"asesor contact center eckolink satelital ¿eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡en eckolink satelital, distribuidor autorizado de directv, te estamos buscando! objetivo del puesto contactar a clientes potenciales para ofrecer soluciones de... por horas / freelance guayaquil, guayas • 11/05/2026 $600,00 / mensual||guayaquil|trabajosdiarios"
"Pasantía Laboral / Media and Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global lanzamos nuestro Programa de Pasantías Laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en Marketing Digital y Gestión de Proyectos, dentro de La Plaza Digital, nuestra... Prácticas / Becario Sin experiencia Quito, Pichincha • 04/05/2026",,Quito,,04/05/2026,Prácticas,"Pasantía Laboral / Media and Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global lanzamos nuestro Programa de Pasantías Laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en Marketing Digital y Gestión de Proyectos, dentro de La Plaza Digital, nuestra... Prácticas / Becario Sin experiencia Quito, Pichincha • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034721/pasantia-laboral-media-and-strategic-en-pichincha,trabajosdiarios,2026-05-04,,Otros,"pasantía laboral / media and strategic deinsa global pasantía laboral / media strategy en deinsa global lanzamos nuestro programa de pasantías laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en marketing digital y gestión de proyectos, dentro de la plaza digital, nuestra... prácticas / becario sin experiencia quito, pichincha • 04/05/2026||quito|trabajosdiarios"
"Entrenador/Headcoach medio tiempo Fitness for You En Fitness For You no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. No buscamos un instructor pasivo, sino un Coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",,Quito,"$400,00",29/06/2026,Medio Tiempo,"Entrenador/Headcoach medio tiempo Fitness for You En Fitness For You no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. No buscamos un instructor pasivo, sino un Coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057966/entrenadorheadcoach-medio-tiempo-en-pichincha,trabajosdiarios,2026-06-29,400.0,Data / BI,"entrenador/headcoach medio tiempo fitness for you en fitness for you no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. no buscamos un instructor pasivo, sino un coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... por contrato quito- cumbaya, pichincha • 29/06/2026 $400,00 / mensual||quito|trabajosdiarios"
"Tecnico Electronico para reparar placas Laptop TV Impresora GYE Sinilsa Importadora Requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (Ej: equipos que no encienden, que se apagan, etc) - Interpretar diagrama esquemático, datasheet y boardview - Manejo de herramientas y equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",,Guayaquil,"$650,00",29/06/2026,Tiempo Completo,"Tecnico Electronico para reparar placas Laptop TV Impresora GYE Sinilsa Importadora Requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (Ej: equipos que no encienden, que se apagan, etc) - Interpretar diagrama esquemático, datasheet y boardview - Manejo de herramientas y equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3053157/tecnico-electronico-para-reparar-placas-laptop-tv-impresora-gye-en-guayas,trabajosdiarios,2026-06-29,650.0,Data / BI,"tecnico electronico para reparar placas laptop tv impresora gye sinilsa importadora requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (ej: equipos que no encienden, que se apagan, etc) - interpretar diagrama esquemático, datasheet y boardview - manejo de herramientas y equipos... tiempo completo guayaquil, guayas • 29/06/2026 $650,00 / mensual||guayaquil|trabajosdiarios"
"Desarrollador/a Web Bilingüe de Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services está buscando un/a Desarrollador/a Web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. Estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en WordPress, excelentes habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",,Teletrabajo,"$880,00",25/06/2026,Tiempo Completo,"Desarrollador/a Web Bilingüe de Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services está buscando un/a Desarrollador/a Web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. Estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en WordPress, excelentes habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057192/desarrolladora-web-bilingue-de-tiempo-completo-en-pichincha,trabajosdiarios,2026-06-25,880.0,Data / BI,"desarrollador/a web bilingüe de tiempo completo dream big marketing services dream big marketing services está buscando un/a desarrollador/a web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en wordpress, excelentes habilidades... desde casa teletrabajo, pichincha • 25/06/2026 $880,00 / mensual||teletrabajo|trabajosdiarios"
"Electricista Industrial SUMO+ Experiencia: Mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) Conocimientos: Mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",,Guayaquil,"$550,00",24/06/2026,Tiempo Completo,"Electricista Industrial SUMO+ Experiencia: Mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) Conocimientos: Mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056878/electricista-industrial-en-guayas,trabajosdiarios,2026-06-24,550.0,Otros,"electricista industrial sumo+ experiencia: mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) conocimientos: mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... tiempo completo guayaquil, guayas • 24/06/2026 $550,00 / mensual||guayaquil|trabajosdiarios"
"Auditor lider CERTIFICADORA I-NEXT Nos encontramos en la búsqueda de un profesional calificado para desempeñarse como Auditor Líder en la norma ISO 9001:2015, ISO 14001:2015, ISO 45001:2018 o en Sistema Integrado, para la ciudad Guayaquil con el objetivo de fortalecer nuestro equipo técnico y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",,Guayaquil,"$80,00",19/06/2026,Por Contrato,"Auditor lider CERTIFICADORA I-NEXT Nos encontramos en la búsqueda de un profesional calificado para desempeñarse como Auditor Líder en la norma ISO 9001:2015, ISO 14001:2015, ISO 45001:2018 o en Sistema Integrado, para la ciudad Guayaquil con el objetivo de fortalecer nuestro equipo técnico y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",https://ec.trabajosdiarios.com/trabajo/3055153/auditor-lider-en-guayas,trabajosdiarios,2026-06-19,80.0,Soporte Técnico,"auditor lider certificadora i-next nos encontramos en la búsqueda de un profesional calificado para desempeñarse como auditor líder en la norma iso 9001:2015, iso 14001:2015, iso 45001:2018 o en sistema integrado, para la ciudad guayaquil con el objetivo de fortalecer nuestro equipo técnico y... por contrato guayaquil, guayas • 19/06/2026 $80,00 / diario||guayaquil|trabajosdiarios"
